Date,Price,Open,High,Low,Vol.,Change %
4/12/2020,20600.2,20656,20767.5,20460.8,31.18,0.27%
3/12/2020,20544.5,19819.7,20544.5,19680.3,39.51,4.39%
2/12/2020,19680.3,19847.6,19875.4,19568.8,25.7,-0.84%
1/12/2020,19847.6,19457.3,19847.6,19262.2,38.26,0.28%
30/11/2020,19791.8,20210,20293.6,19791.8,30.64,-2.07%
27/11/2020,20210,19513.1,20293.6,19513.1,28.13,3.28%
26/11/2020,19568.8,19568.8,19736.1,19122.8,58.2,-1.40%
25/11/2020,19847.6,20516.6,20572.3,19624.6,97.75,-5.07%
24/11/2020,20906.9,21046.2,21464.4,20237.8,85.88,0.00%
23/11/2020,20906.9,19903.3,21102,19791.8,41.56,5.04%
20/11/2020,19903.3,19680.3,19903.3,19485.2,31.84,1.42%
19/11/2020,19624.6,19345.8,19791.8,19206.4,46.57,1.73%
18/11/2020,19290.1,18732.5,19290.1,18593.2,38.81,3.75%
17/11/2020,18593.2,18119.3,18593.2,18063.5,28.48,3.41%
16/11/2020,17979.9,18007.8,18258.7,17784.8,44.82,0.94%
13/11/2020,17812.6,17561.8,17812.6,17533.9,21.34,1.59%
12/11/2020,17533.9,17450.3,17561.8,17422.4,17.21,0.48%
11/11/2020,17450.3,17450.3,17617.5,17366.6,25.56,0.00%
10/11/2020,17450.3,17896.3,17952,17450.3,36.23,-0.63%
9/11/2020,17561.8,17171.5,17561.8,17115.7,32.14,3.62%
6/11/2020,16948.5,16892.7,17115.7,16837,23.54,0.50%
